"dcterms:identifier";"aorum:gildingGenericTerm";"aorum:gildingSpecificTerm";"aorum:gildingTechnique";"dcterms:spatial";"aorum:harmonise";"aorum:incertitude";"aorum:spatialharmonise";"aorum:spatialincertitude"
"Ita1480AnoEco01";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco01";"Ornements";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco01";"Décor";"Mobilier";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco01";"Fond d'or";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco02";"Attribut";"Attribut guerrier";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco02";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco02";"Fond d'or";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco02";"Autre";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco03";"Attribut";"Attribut guerrier";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco03";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco03";"Fond d'or";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco04";"Vêtement";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco04";"Attribut";"Attribut guerrier";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco04";"Autre";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco04";"Attribut";"Regalia";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1480AnoEco04";"Fond d'or";;"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Ita1505SBottEco";"Vêtement";;"Coquille (?)";"Péninsule italienne";"Coquille";1;"Péninsule italienne";0
"Ita1505SBottEco";"Attribut religieux";"Nimbe";"Mixtion (?)";"Péninsule italienne";"Mixtion";1;"Péninsule italienne";0
"Fra1519NBeEco";"Vêtement";;"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Attribut religieux";"Nimbe";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Objet";"Livre";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Armoirie";;"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Accessoire";;"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Attribut";"Attribut clérical";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1519NBeEco";"Parure";"Bijou";"Mixtion (?)";"Royaume de France";"Mixtion";1;"Royaume de France";0
"Fra1500AnoEco01";"Attribut religieux";"Nimbe";"Or coquille ?";"Royaume de France";"Coquille";1;"Royaume de France";0
"Fra1500AnoEco01";"Vêtement";;"Or coquille ?";"Royaume de France";"Coquille";1;"Royaume de France";0
"Fra1500AnoEco01";"Accessoire";;"Or coquille (?) ";"Royaume de France";"Coquille";1;"Royaume de France";0
"Fra1500AnoEco01";"Accessoire";;"Or coquille (?) ";"Royaume de France";"Mixtion";1;"Royaume de France";0
